item_id,item_idx
B001383L36,477
B002BS47JE,904
B001ELJE5G,573
B002CZ7P04,924
B0028Y4PUW,888
B00267S2A0,880
B0039QWK0A,1056
B001E90AE2,532
B004D4YDPC,1194
B002SUTB28,1024
B001EYUQN2,681
B07X649B77,2660
B00VUCEXNW,1958
B00F4WM1XS,1705
B00KXAI45K,1838
B00KSQHX1K,1817
B00KM66UFQ,1807
B001EHD92Y,541
B001EYUXOY,766
B006VR663G,1416
B00TY9KYKE,1950
B002JTX9LW,1012
B007CSCWVI,1439
B001G60LEM,800
B001EYUX1M,758
B000G75AL6,367
B0145ZPB4U,2057
B011XO54MA,2041
B00Z9TL1PU,2006
B00ZHQ39F0,2016
B012F20ZY6,2044
B004IK24MU,1219
B00J7N6C26,1783
B01AC3ZD06,2116
B000A2R54M,318
B00004SVYQ,93
B001EYUWOU,749
B00DYJGDYQ,1681
B00BLDJ1T6,1607
B002JTX74G,1000
B00RMR7DGI,1927
B007MJSZDQ,1452
B0069EB9CY,1388
B013VO5MR2,2055
B0C1K1R6HK,2968
B0000A0O28,239
B00KXAI6MQ,1839
B004HILZWS,1210
B001EYUPP6,656
B000050FBJ,109
B00002SVFV,56
B001EYUNUS,619
B00002SVFR,55
B001EYUPNS,651
B001EYUPO2,652
B00005B9ZG,119
B000HFGKN4,381
B00005AV8W,115
B00005C7P7,125
B000R37S00,429
B002BS47TE,906
B00006LEM1,191
B0C5HQ6L7F,2979
B00019HNNC,256
B00002SVFM,53
B001EYUQW8,690
B0001Q5SG4,265
B00004SVSS,84
B07X1HF3V6,2646
B004HKIMFE,1211
B004S9AUIQ,1257
B004WIOH4G,1261
B005DONQWC,1348
B07TXKYR1H,2613
B000EGELP0,342
B000EGELQ4,343
B0009VXAM0,310
B000B69E9G,324
B000GA73O0,371
B000P46NKC,420
B001EYUWWW,754
B000UW21A0,450
B001G7PTAC,814
B001EYUQ8C,666
B001E8WQKY,527
B000FQBF1M,359
B001QCWS7E,844
B000ZK7ZOE,469
B00275EEJY,887
B001JKTC9A,825
B000ZK9QCS,470
B001QCWRWK,840
B0032C9V7G,1043
B0030H8I4K,1034
B007X5103Q,1470
B003ZDOFF0,1155
B00KR2BTVU,1814
B00503E8S2,1276
B00EN1IF7C,1694
B014PZTAME,2062
B007VM032A,1460
B0079V2XFS,1432
B002BU0DPE,918
B00CES8EFY,1628
B00BAQXJMO,1586
B0087LXZRE,1486
B00Z9TMBOU,2011
B072289M2R,2328
B004ZX745W,1274
B005GISQ9S,1357
B005UUO9CK,1377
B006CD9PEQ,1389
B0050SYYEK,1313
B002I0JBVY,975
B004LLHFEI,1234
B004IK89G0,1221
B004DC9SSG,1195
B001E56K5Y,521
B0043B5SKE,1169
9629971372,0
B001Q4HLFQ,839
B002GN8HU4,936
B001ELJE4W,571
B004519O9S,1173
B00341B3LW,1045
B000R0SR9E,427
B001A4MTGS,500
B003MQMD2W,1098
B0039LME9W,1054
B000VTQ3LU,455
B000M17AVO,399
B00005O0I9,142
B001EYUQ5A,663
B00000K125,23
B001EYUY8E,780
B0000A1VER,241
B000067FDY,173
B0002A2S26,278
B001EYUU60,729
B001ELJE7E,576
B001EYUQ14,659
B008CZN40S,1504
B0084A97Y8,1480
B004WLRQMI,1266
B008XXLKLE,1528
B07P9VKCF6,2574
B0051D8P26,1321
B07MHNTVBL,2530
B01A5BEBX0,2113
B079C7QGLQ,2408
B06Y4GTT7F,2277
B013HMN66M,2052
B003R50910,1126
B003P9VWRI,1120
B004I1JTE0,1217
B002JTX5SO,994
B005ZBNUUG,1382
B007MXX3J8,1453
B007G3U7NE,1443
B07X5X5KF9,2659
B00AEJPEXU,1567
B001G7PS4Y,807
B001EYUSJ4,710
B00NLZAB6E,1886
B00G2EVF3E,1722
B00KUZ1K8Q,1824
B00C2PJTKS,1621
B004QWYV2Q,1250
B003GSKR0G,1079
B07YBXP45M,2691
B005HRZ29K,1360
B00D3XXOTK,1650
B00ZM5P3UK,2022
B0167Q9FPQ,2079
B073ZR63P8,2358
B07YBXFDYK,2682
B07WSHTJ48,2637
B00N2KKSNO,1877
B00K5HTPR2,1796
B00OGNV5HY,1907
B07YBX8RNF,2680
B00O3JSK7E,1897
B076541PNM,2386
B01MG6DORB,2226
B003BVIH00,1065
B002BRZ8BQ,903
B002JTX89A,1008
B002KAS4OW,1017
B00LV8IF8O,1852
B001G7PRS6,805
B0055DRHFS,1334
B001QCWSHO,852
B004WIOHF0,1263
B07X6JP2QF,2662
B0094BM8VK,1533
B000E0VMVM,341
B003L20IQA,1093
B00MOQYTBE,1870
B00BHV4P0M,1602
B00PHVBM68,1916
B09HTJV7NG,2855
B001DIY25M,516
B0BYPDQN2W,2964
B00E4MQODC,1688
B001ELJDV6,561
B00004YRQA,105
B0017KIBAI,493
B000OYMYZQ,416
B01I14IASK,2182
B00UMRFI8U,1953
B0050FDE4E,1279
B00CISMP8M,1632
B001EYUPEC,644
B001NTFATI,835
B00AAQRNQ8,1565
B009IR1SR0,1546
B00GM5TPJ4,1728
B001EYUPV0,658
B00TKFD51M,1948
B0891DDRYN,2734
B000HE9LL8,380
B000BC38K6,332
B004QEV0MI,1247
B007LQG9A6,1451
B00N73JLU2,1878
B08MBHYJP4,2776
B075HSB8HT,2375
B00XK623WO,1973
B09KL8P6DP,2864
B001EYUTBQ,718
B000066JRN,169
B01AC3ZGRG,2119
B0171RL3RS,2087
B07FWG1KC6,2482
B000LSJKAM,398
B00008KTNW,211
B0019MRKNI,498
B003S9WQAM,1136
B072JYVYCX,2335
B07XV4NHHN,2669
B00005Q8IR,145
B00007DCEB,199
B001ELJDVG,562
B001EYUP92,638
B002LLRLMQ,1019
B000HKGIOA,382
B001G605V6,790
B000F3AADE,350
B000HCQK0A,377
B001EYUNOO,615
B001EHD9GA,551
B07YBX8GVS,2679
B001ELJDXE,564
B001ELJFDM,588
B002JTX610,996
B0B36T478W,2909
B001EYUY7U,779
B004INGI2Y,1222
B002G9U72Y,934
B001EYUX4O,761
B007OAGLSO,1454
B07BWJYTNC,2426
B009DL2TBA,1541
B0079V4FAY,1433
B00Y8CQCXA,1979
B0149GF88Y,2058
B01C48EA1A,2129
B000UXOHOW,451
B00CTKHXFO,1646
B0009Z3MQK,317
B00I5LAGM8,1760
B006MAT1NO,1403
B006VO0QUI,1414
B000FUWCRY,363
B001EYUQ6Y,664
B006PP4136,1410
B00HLT0YT0,1746
B001ELJE6K,575
B000M4H6RE,400
B001EYUO1G,624
B001GIUWX0,815
B001PO2BJI,838
B0041G5EU0,1161
B000P297F2,418
B001H4NMNA,817
B00KR2BK1E,1813
B00EU2YGV8,1700
B001EYUQIM,676
B07N1XKY1L,2538
B00WNO6YKG,1963
B00NY62FH8,1892
B00KX7672U,1837
B071J42387,2305
B01CDCG4KM,2130
B08WQD819H,2808
B0030HM2KQ,1035
B001EYUQC8,672
B002JTX78M,1001
B003ZSN600,1157
B006VR65D2,1415
B09DRY9T7Z,2847
B00BEZY2I6,1593
B00004SVXW,90
B002I0K2YO,979
B0050SVH18,1283
B00GM5W5H8,1731
B07X56S77D,2655
B00897Z27C,1495
B00O9GW8VK,1902
B07YBXNWXL,2690
B00MMPB4RE,1867
B001G7PRLS,803
B07WVFDZXC,2640
B011AH9A16,2036
B00005O0I3,140
B0000631WI,164
B00GM5TPSA,1729
B00005O0I2,139
B00007KUU8,202
B001EYUU42,726
B000095ZH5,218
B00000J9J9,19
B003E1UNSG,1073
B00009ECGK,223
B08392WSFZ,2706
B07CH81328,2435
B07R9RPQ43,2592
B0753D38RB,2370
B07MWB5YJW,2535
B01G309132,2148
B076B995TL,2389
B001V7QIDY,875
B008FHL56S,1506
B00BIXYIU6,1605
B0050SXVK8,1309
B004QEWVLC,1248
B000WMEEBC,459
B00I0QBM7Q,1758
B00ZM5OXD8,2021
B00WOK8YX4,1964
B01AC3ZE5K,2118
B002MWSY3O,1020
B001EHD8YI,538
B00A63GL4A,1561
B0030MEITE,1037
B07NKN4VR4,2544
B00HRW5MGG,1752
B001ELJFGO,591
B00NY5Y40U,1891
B06X9898LZ,2261
B07KXS41QL,2521
B0735X5M4X,2346
B081243BT6,2699
B01GYPAZOK,2175
B07CV6LH3V,2443
B08N7QBVBJ,2787
B07D53QSMK,2450
B001EYUXBM,762
B001EYUQTG,684
B06ZXXHMS7,2279
B0001OU19K,264
B001EYUQIC,675
B004GEBB2W,1200
B000G6SPHI,366
B001D7JEJM,512
B001ELJE2E,570
B001FRTHBU,785
B001EYUS7G,706
B001EYUPHO,646
B001EYUU4W,728
B001EHD9J2,553
B001G7PSQM,813
B001G6064C,797
B001EYUX3K,760
B001G7PRK4,802
B000WQ1XIA,460
B001QCWSDI,849
B07YBX7L4K,2677
B002JTX7KA,1005
B0001AN1GY,257
B00MOR1A7Y,1872
B00T34528E,1944
B00S1LRUVW,1934
B00X8WEZUI,1968
B0095CZL8A,1534
B08VFQJHYB,2805
B07C79LP8M,2431
B08MBHYJVS,2777
B0B5M66PSW,2912
B007PX6MFM,1455
B000B6MLUA,327
B006VR6A28,1418
B00JM57VDS,1789
B01L1Y0TCC,2200
B086VWKLXF,2714
B0000664JF,168
B000K1CS5Y,391
B001EYUX1W,759
B001EYUY8Y,781
B00SBXBQDS,1938
B09GTFHC3Y,2853
B00V5V3E38,1955
B01MTJA6EV,2232
B0056AT0EG,1340
B07SYDWS5J,2607
B0083ZYFPA,1479
B008M502H6,1518
B07BFWLXLS,2415
B0754LGLFP,2372
B001EYUNNK,614
B09MFBJJQJ,2872
B000FRVCAA,362
B001EYUVZK,733
B0010EF0UK,474
B001EYUPE2,643
B000X25GW2,462
B00004YUWA,106
B07X56TZ16,2656
B00Z9TJBUW,1999
B087CR9TR7,2716
B0BTM9LJM4,2955
B00RU75I2G,1929
B000F3AACA,349
B00007E1OA,200
B00005J536,126
B0002XL3BA,286
B000095ZH6,219
B07H9MYKQ7,2497
B07HB1F3JT,2498
B00ITG5EI0,1775
B07X2LMS7C,2648
B00005Q8LR,146
B07235W2WM,2329
B00LE3EAIK,1847
B00D9EPI38,1653
B00KVP78FE,1828
B09QL4J4NW,2879
B0C6BV5XQZ,2984
B001EYUXXU,771
B000ZK696O,468
B001EYUOA2,627
B001EYUWNQ,748
B003S3RFAE,1131
B003QX4F7C,1125
B005TH6BD4,1375
B07P574T71,2570
B00BGAA0SU,1597
B00BBF6MO6,1588
B0786P7L9K,2399
B001ET07O0,608
B00001IVRD,29
B000W5Y49G,456
B000WCQWR6,457
B000IN0BSU,387
B001LETH2Q,831
B001EYUU6A,730
B002I0GEHI,953
B0050SZC5U,1319
B00PV515DU,1921
B00HRH79H6,1751
B00KWFCSB2,1830
B002I0JBL4,974
B001ELJP8W,596
B073SQ2S3K,2352
B0BQQF9ZMM,2950
B09Y97GZG5,2902
B08N6NCR3Q,2784
B000F5RW1U,351
B000BLM5PG,335
B001EYURIQ,698
B001EYUNPI,616
B000CBVC0Y,338
B001ELJF8M,586
B001G6064W,798
B000QW9D14,426
B000F1WDHW,347
B003JVKHEQ,1091
B005C7JOH6,1346
B00LZVNWIA,1855
B07Z9Z39ZW,2694
B00EQNP8W2,1699
B015P8T2FU,2073
B017V6YVDC,2093
B001EYUROK,700
B00000DMB3,6
B00000IWYT,15
B00000IYEQ,16
B00000IYER,17
B00004TCT3,95
B00004U5VF,99
B000069BD9,176
B001E91OP6,536
B006WVJWUA,1419
B07P56JS2T,2569
B007G69KPM,1444
B002BZPRL4,921
B003P9VWPA,1119
B00BRQN2EM,1613
B00IUGYTRQ,1777
B001E8WQI6,525
B002JTX72S,999
B01NBP3L0M,2259
B012NQATOU,2045
B00N73UUJI,1879
B00KLH0XMW,1806
B0118YZG0A,2035
B07TRQJ819,2612
B0000ALFCI,245
B09FHJQ7H9,2849
B08JR94Z37,2767
B001ELJFFU,589
B07N2Z9VZX,2539
B001EHD9JC,554
B001ELJE1A,568
B002BSH82M,917
B01953YZ0S,2108
B002I0GZ5Y,959
B01M11LKCE,2217
B001TD6SN0,861
B07YBXB9C8,2681
B00L4VYOIS,1845
B087STK7JZ,2728
B08MBQ51KG,2783
B0045U4U52,1177
B0087ACBAW,1485
B002I08CSW,939
B000P8WOMO,421
B0B96D3GG8,2919
B08C3WQ25C,2741
B07DJRFSDF,2458
B000035Y4P,69
B00002R28C,40
B00008URUA,215
B00004Y57G,104
B0000296O5,36
B000035Y09,66
B00005RD71,151
B0009A4EV2,302
B001CRQY1E,509
B0002CHJAA,281
B00002SVYB,62
B00DU2CHE2,1678
B000SSPH3E,436
B00002SVWG,61
B0002GTFIK,282
B0000A0MDV,238
B0000A09EM,235
B003VUO6LU,1147
B0050SVLI2,1285
B00Z9TI06S,1994
B07DJWBYQL,2460
B01LDWMHLI,2205
B01LDWMGNC,2204
B06ZZ6FKGF,2287
B01N33LIXR,2239
B01N4NTNO2,2243
B071D523Z9,2299
B01CFMVEEG,2132
B00ZP9XO9U,2026
B00FYQTK7O,1719
B07N8XW8WX,2542
B08PG4JWGF,2795
B075S5BLY2,2380
B08PGGPK3D,2797
B08PGCJZN6,2796
B071GPJPH4,2301
B07JXV1FYY,2515
B07DK1XZ4M,2464
B074MMGR8F,2364
B0B36HX334,2908
B0784BTZBR,2398
B071YVC3NJ,2319
B0083GAF9E,1478
B00J5C3SXK,1781
B00YXVNG1C,1988
B072BC31K9,2332
B07575CD49,2373
B07C75CLCD,2430
B07GVSBQVL,2493
B07SM7G9CN,2598
B09R1QBPZR,2881
B0845KDQFZ,2708
B07BWH4GX3,2424
B07VJPKYKP,2624
B08B6PLXHC,2739
B091YX9LQ2,2820
B09GVJGNT9,2854
B016P09VFS,2080
B003CJLOEM,1069
B00SHXKC8M,1939
B00GOOSV98,1735
B01ERA94BY,2143
B074TQFJ6F,2366
B087LSSNG1,2717
B089F9SCS1,2736
B08NX5R2LK,2792
B01MZIAZHM,2236
B01K2O2RSG,2195
B002ATY7JE,897
B06ZYHGY11,2284
B07NZFD1T7,2562
B087T1FS9K,2729
B07ZD8JTRL,2695
B00002SVEM,52
B08WWC6GBX,2809
B07J2KVXY3,2509
B00MOR0FLG,1871
B000XGJH1O,464
B0872XQSBK,2715
B00005QEFD,148
B00002ST27,41
B00000F1GM,8
B000006RGS,1
B00005MA97,129
B00002STH0,48
B004J6I0YO,1225
B00FXOP1JI,1717
B01LXN0S24,2212
B01N332TG8,2238
B0009Z3K9E,315
B074ZMX5SN,2369
B09TQBJCJ6,2887
B00Z9TJMI8,2001
B0062UOBW0,1385
B00800VJWU,1472
B00QF9A0SC,1922
B07BWJWBJL,2425
B00IFF0SIQ,1771
B0002ILS1K,283
B005EHQJ2C,1349
B000PC4FYK,422
B07CLKZJF4,2438
B08N7VJBH6,2789
B003TQM4DI,1140
B00GM5T8PK,1727
B004WIOHJ6,1264
B001EHD90G,540
B008KGNCSI,1515
B00AMA4L4E,1570
B00IAL9NHW,1765
B00I7NA43U,1763
B015XC3B46,2076
B07NSTDHGM,2557
B07P4J7PL7,2568
B00KUZEFBK,1825
B09T5VN7D1,2886
B01CR058OS,2137
B0B9ZGCZ7D,2921
B00NFXON1Q,1883
B00NETKFJU,1880
B00ZDNNRB8,2015
B01GW3GM7I,2157
B013CDX9C2,2051
B01GHBJM72,2151
B01GW8VG7O,2160
B00E3LCO2O,1686
B08XQM812F,2814
B07R5CFSVN,2587
B08GR4SWCM,2758
B0007P8FN2,297
B001T0HVGQ,859
B07DY1JKRH,2472
B00CMQTVUA,1641
B08MBMV3VG,2780
B012UGC9F0,2047
B00ZSDTIGG,2029
B01GY369GA,2174
B00421BLTM,1167
B0055202HE,1332
B00PJMJ924,1917
B00KMPLXH2,1808
B00917DBUE,1530
B01GU89H6I,2155
B071W7FSKN,2311
B08JJ37XVW,2765
B000088KH9,206
B00000K2X5,27
B001QCWRY8,841
B0050SZ7IC,1317
B00001ZWMV,34
B0053B66KE,1326
B01LYFPY71,2213
B007CSF3GO,1442
B00DCBDNW6,1665
B001G7PSK8,810
B000V7889C,453
B00GMFKYIU,1733
B001EYUY0W,773
B0000AHOOK,242
B001EYUPJW,648
B00GXNL6R4,1738
B001EYUQWI,691
B00001XDUB,33
B001EYUNE4,609
B002JJWH5G,992
B0017ZIIK6,495
B000ARPXU0,321
B0051D8QCA,1323
B002BSC54I,914
B007VM72BA,1461
B001AI7CF2,501
B00B7ELWAU,1581
B01N6S068R,2251
B07N11TKK9,2537
B07DJZNHHB,2462
B0B1NR1YYX,2906
B005N4HZRO,1365
B00LVAHX9O,1854
B000084318,205
B000IONGVI,389
B001D8PFIK,513
B002I0IIPY,964
B001EYUY70,777
B00SXQCLU0,1942
B07YBXFF44,2684
B00000DMAX,5
B07D7QFDTG,2451
B07V693FF7,2618
B001EYUP5Q,637
B01B1BMH7A,2121
B0014CN2H6,484
B07R4C1G6Z,2582
B0793GSKLV,2406
B09HTK2FFK,2856
B098KX2GTR,2829
B09QTCLJ9T,2880
B008GEH9HO,1509
B0050SXI6K,1306
B000UC5ML0,444
B0191J0RXA,2107
B089VKWRVP,2738
B00149IL9I,483
B004HD55VA,1205
B003A0VK10,1059
B0166QDJDQ,2078
B01D63UU52,2138
B002I096AA,949
B01GY3628A,2172
B01JOCHSOA,2193
B002I08VXI,943
B01LRLJV28,2207
B005GISP94,1355
B07CHRQC25,2436
B0088MVPFQ,1489
B007HKPEL6,1447
B008U4QPJI,1523
B06XS35SSM,2270
B00006F2EP,179
B000BXKA38,336
B0009YDS10,314
B000I10PY2,385
B000MIXFWA,402
B009CYJ8SA,1540
B006JKARZS,1398
B000JJRV90,390
B000OYITQO,415
B00NQREKHS,1890
B00PGLG79G,1915
B01M8GXNJX,2223
B081TQRCLM,2701
B091NYNCBP,2818
B00OAYHIRA,1903
B00LSFRY3C,1849
B00XZDQ6O8,1977
B00KXGZYBG,1840
B00K308KF4,1794
B00J48C36S,1778
B003LPTAL6,1096
B00KPZKS8E,1811
B00QO4NAOO,1924
B071JPNC4C,2306
B00X8Y18U6,1970
B071GPJS1Q,2302
B0721NP5XK,2327
B07HC4ZD3B,2500
B000HZFCT2,384
B00TFVD688,1947
B01EORDE48,2142
B001EYUTKW,720
B004NRN5DU,1240
B000TLU67W,438
B00002STJI,49
B00004SVXG,88
B00001OWYW,31
B001EYUNU8,617
B004HD55SS,1204
B0009I6S0Y,304
B07GRMK89Z,2490
B00I5KSVKS,1759
B00MFD9DH6,1866
B017W1771Y,2097
B09JDJXP65,2858
B001O5CCQK,837
B00QLWZWMW,1923
B011ERY5IA,2038
B07P2MLMLK,2566
B002JTX68I,997
B002JTX9LC,1011
B004ZCPL26,1272
B0056WJA30,1341
B004NBXRCU,1238
B00M3D8AQ8,1857
B006JKARN0,1395
B008VQ8HBO,1527
B01B62OMFO,2124
B000OFSBL6,412
B06XDXV3CW,2265
B08P1NS2X1,2793
B078YQ866V,2405
B01N5SXZ4K,2248
B0088TN7BO,1492
B00KWFY04A,1832
B00DYJMSM2,1682
B07G1SC6BW,2483
B0029F25FW,891
B007WPGS8O,1468
B00J4Y6L2Y,1780
B00004SVV9,87
B000034DMT,64
B000KUHR8S,397
B001HB7KAO,818
B07CPZ3PJG,2440
B001EYUSG2,709
B000UKZ20S,446
B006JKAS20,1400
B008UR2JEA,1525
B000QJ1NS8,424
B002I08VDI,942
B0006B0O9U,291
B001TOQ8WU,867
B001SGZL2W,858
B001G6062E,792
B004S5MB1O,1256
B00LV416KC,1850
B004O4C0G0,1241
B001G7PSOE,812
B001ELJEJM,584
B00006599U,166
B001EYUW3Q,734
B00009WAUH,228
B07CQXSC7K,2441
B00006LELI,190
B0002A6CQ4,279
B001E8WQJA,526
B0050SX9I2,1305
B00000DMAQ,2
B00002STEZ,43
B003TQLLEQ,1138
B002I0K3CK,980
B0050SVHZO,1284
B00EN9Q8G4,1695
B00UG63VDG,1951
B07V3G6C1F,2615
B0CB8LZT7K,2994
B09C4DPKGF,2841
B00002DHEV,37
B0C8MPWZ1H,2992
B003O6H7X0,1114
B0050SW4OC,1295
B001QCWS2E,843
B0002CHIWO,280
B000FDOTIQ,352
B00007KUUD,203
B000YDIYFG,466
B000O62OS6,411
B00CJD4HD2,1634
B07XG71C43,2665
B00KR2C0RC,1815
B07JVMRDGK,2513
B001I75UIQ,821
B001EYUTU2,721
B001EYUWR2,750
B000P0QJD2,417
B001G7PSLW,811
B000B9RI14,331
B0037W6XM2,1050
B015TL6PCQ,2075
B00CES8GAM,1629
B004Q9SO4K,1246
B00328P0GG,1042
B004LVO4M4,1235
B0BLW27Z5W,2940
B00O65I2VY,1900
B0767Y2Z49,2388
B000FPOJOS,354
B000SQ5LQE,435
B000HCJD68,375
B004HKJCKI,1212
B001IVXI7C,824
B0016GABR4,491
B076ZSBT61,2391
B001G6062Y,794
B001EYUPSS,657
B00004SVS5,83
B001EYUOK2,633
B00O3O3SIU,1899
B01307Q6ZC,2048
B00005BR6H,122
B001ELJFAK,587
B00006Z7I3,198
B00006Z7HR,197
B00000I1BJ,11
B00006LEMK,194
B00009YEJY,234
B00006B5T8,177
B00004U1R2,96
B000065SQJ,167
B001EYUWWC,753
B001G605TS,789
B0002RQ3ES,285
B0002Y2XXQ,287
B000K1GZIU,392
B001EYUPAG,639
B001EYUW5Y,736
B001EYUW4A,735
B0000AI1KK,244
B00005BW7M,123
B001E8WQLI,528
B00005V6BB,158
B00009WAVB,233
B00006BMQB,178
B00005BIG7,120
B0086VPVDG,1484
B00006GSNZ,183
B0000690Z9,174
B001G6063S,796
B00005ME6O,131
B001EYUWBI,742
B00004U5VK,101
B00005BW7Q,124
B0000503MO,108
B00006LEMX,195
B00004ZDFY,107
B001EYUWAO,740
B001EYUS80,707
B001EHD9ME,556
B0015Z1I4G,490
B0031SWWPO,1041
B07WPS59HY,2633
B00000I1BY,13
B00000K1VA,24
B001E909VQ,531
B00004SVV8,86
B00002ST28,42
B00004SVYE,91
B00002SVG0,57
B00005O0I7,141
B00006HBTW,184
B001EHD942,542
B001EYUOJS,632
B00005B8G1,118
B00006LELH,189
B0000C6FKA,247
B07NQ1CNVD,2550
B003FMTZSI,1077
B001EYUWAY,741
B00X3EDHZU,1967
B004ZX73I0,1273
B003S6N7OO,1133
B001E8WQGI,523
B001G60638,795
B001EHD9HO,552
B0009F3E1I,303
B0000690ZE,175
B008OGWH3A,1521
B00BQI3UQG,1609
B004L4AZ7Y,1231
B001QCWSLU,856
B0050SXQ12,1307
B004PAGJNS,1244
B000NPTOTK,408
B00006FWTW,181
B00004U1R3,97
B00005B8FZ,117
B00005UK88,155
B00002STFP,45
B00002STGL,46
B001EHD94W,543
B00002STFN,44
B00000I1B8,9
B001EYUY3Y,774
B001E91OFQ,534
B001EHD9E2,549
B001EHD96K,544
B001ELJFN2,592
B00008URUB,216
B0000A1OG4,240
B00002STYS,51
B00002SVFQ,54
B0009SQFGQ,307
B000035Y38,68
B001EYUOW0,635
B001EHD8YS,539
B001TOMQVC,862
B000038ABO,72
B000038IFX,73
B000935256,300
B000FW64ZS,365
B001ELJPOG,601
B0055WU1K2,1338
B004IWRNTC,1223
B000IMWK2G,386
B001G605VG,791
B001EYUQ96,669
B00006409Z,165
B001EYUQ1Y,660
B00004U5VI,100
B00005V6B9,157
B00006FDLP,180
B00000DMAR,3
B00GM5UIN6,1730
B000099T2E,221
B001EYUQNM,682
B00BSWYN2K,1615
B001ELJE1U,569
B000EHQDA0,344
B006NYWLLI,1405
B005IMVP0O,1361
B007K6IVOY,1449
B00005Y1BG,161
B00005R5PO,150
B00005ULXN,156
B00008DHNU,207
B00068O278,290
B001ELJPT6,605
B001EYUW72,738
B001EYUWV8,752
B001EYUW6S,737
B001EYUPJ2,647
B001EYUNHG,610
B00LV8IFUW,1853
B001G6062O,793
B0007D4MVS,295
B001EYUUWO,732
B00095LIC0,301
B07NQTN66P,2554
B00005V9Q1,160
B000B6MLV4,328
B001MW91IW,833
B006QRNKOO,1412
B00006IJJF,186
B00005NN5G,135
B001EYUR7M,696
B001EYUNW6,621
B000099T2G,222
B07X6HNKQH,2661
B0000B0MNH,246
B00020LZBG,273
B001EYURK4,699
B008KVDE7M,1516
B000S6AG9G,434
B00000K2R4,26
B001O1OBFY,836
B004HYFQ7M,1216
B001EYUY5M,776
B01N5OKM3I,2247
B07DJX3Y47,2461
B000FJEV06,353
B00BS520SG,1614
B001EYUWXQ,755
B0028Y4PVG,890
B07X43LX4N,2653
B00009WAUF,227
B00029QOQS,276
B0BN942894,2945
B07BL3DKBQ,2418
B000HE7KZC,378
B001G3B0HC,788
B0055VAB30,1336
B006ZPAYMI,1422
B0026MS1XS,884
B002I0HCNI,963
B07CJMGKNK,2437
B00Z9TJ1VQ,1998
B0050SVMYA,1286
B00IAVDQCK,1768
B00XY0IVK4,1975
B071S1FT72,2310
B07KZ6QJTL,2522
B01M1CWDM3,2218
B0083GAF12,1477
B00A39IEN8,1560
B004JSDQPU,1227
B00E3NCQTS,1687
B00OVBVME2,1909
B00S7O6R4Y,1935
B00T9Z8CHU,1945
B00O22XF0E,1894
B01579EXNS,2069
B00KWIYS3K,1834
B06Y8XBVX8,2278
B01LWJB4QT,2209
B00004XOWT,103
B00000K10U,21
B00005QX4F,149
B00005N7YR,133
B00005Q8M4,147
B001ELJE56,572
B000U34SZA,442
B0071NH8B8,1423
B003TQM4D8,1139
B0BRXYDXP7,2953
B01LYH50DX,2214
B0B9MJK753,2920
B0BMGHMP23,2941
B00EADTVL2,1691
B09DL5PMWL,2845
B00GXYEMLA,1739
B00008KTRS,212
B00KVQYJR8,1829
B002I0K3PM,982
B002JTX7HI,1002
B07NQNQ7WN,2553
B01AC0I9NW,2114
B014KXMLXG,2060
B016S5DC3M,2083
B01H1GJ7IQ,2176
B001ELJPPA,602
B000UODATY,447
B001ELWMHI,606
B00020BV2E,270
B07H3F94ZN,2495
B00000K3X9,28
B001EYUOFM,631
B00BAQXJU6,1587
B07YBXN77W,2688
B003ANMB6A,1060
B0029ZBZ0I,895
B00CH923NE,1630
B07KXFB1P8,2520
B07HVHT7XF,2504
B00267S7XW,881
B00SVVUOGU,1941
B07LCT76PQ,2528
B003URSUSE,1141
B002OLV32M,1021
B00020LZAM,271
B000099T1Y,220
B00DV16N6U,1679
B001EYUQ7I,665
B001EYUPHE,645
B001QCWSCY,848
B0026P3CE8,885
B001EHD9BU,548
B0023B14WC,877
B0128UH1VU,2043
B00MVY10CU,1876
B00TS0UFOY,1949
B011I4APHY,2039
B00WGZG8JO,1962
B00L3KU0S8,1841
B001EYUW8Q,739
B00AY1CT3G,1576
B00004WLQ6,102
B001EYUS6M,705
B0072A4GQK,1424
B001EYUR4K,694
B0154OZU4M,2067
B0136JP9OS,2049
B00NEU3Z1Y,1882
B017Y97NHM,2101
B00HLWIS72,1747
B071Y79VNL,2318
B00KSRV19E,1818
B00J4C56HC,1779
B00OBZYJ2K,1905
B01E10MWDW,2141
B00Z9TLVK0,2008
B01GY35E8Y,2164
B001HBTP34,819
B001EYUT3Y,713
B0001DI6FM,260
B001ELJFPA,595
B00317C69C,1039
B004AE6GPK,1182
B07MYVF61Y,2536
B07WXKQWTV,2643
B002BSA2LQ,909
B00BCEK2LU,1590
B008MWIALE,1520
B07VHHPJBV,2623
B0B4CRTWGM,2911
B00027CXEM,275
B00ANZR6M2,1573
B001ELJDUM,560
B07R4C3ZVH,2584
B078GYWJB4,2402
B07D3JX5DL,2448
B0045U01OG,1176
B07H5NGZQ8,2496
B001UQ704C,873
B07KZ6QJTX,2523
B002JTX5UM,995
B01MY9JB2U,2234
B01MT1DCIV,2230
B00JA81WQE,1784
B0BVPBPLZL,2957
B003BYRTEC,1066
B005OGLHM0,1371
B0BZLGZBWY,2966
B001UQ7042,872
B002FQJUQ2,932
B003INEQ0G,1082
B003ZUXQD0,1158
B002I0K6DG,984
